"fabio","governato","56564301800","10326"	,"1"
"fabio","governato","56564301800","22943"	,"4"
"fabio","ribeiro","56842392700","36152"	,"1"
"fan","ren","56996263900","37517"	,"2"
"fan","ren","56996274900","37517"	,"1"
"fang","li","8614261400","25974"	,"2"
"federico","ardila","6603094850","2119"	,"4"
"federico","capasso","35411336600","16244"	,"10"
"federico","rodriguez,hertz","14019310000","40778"	,"4"
"fei","li","55718193700","14866"	,"1"
"fei","li","55718193700","24942"	,"1"
"feng","chen","7404907980","38847"	,"2"
"feng","li","35318087600","20284"	,"1"
"feng","li","55883164600","21411"	,"4"
"feng","liu","56081960500","15172"	,"1"
"feng","qin","8704251100","1858"	,"2"
"feng","wang","35199264200","30676"	,"2"
"feng","wang","36068003900","36601"	,"1"
"feng","wang","36990380700","31031"	,"1"
"feng","zhang","36066355700","41291"	,"2"
"feng","zhao","36041628300","22131"	,"1"
"feng","zhao","7403490112","22131"	,"1"
"fillia","makedon","7003437865","42249"	,"10"
"flavio","fenton","7003983519","26455"	,"1"
"florian","schubot","6602602747","33401"	,"1"
"frances","williams","8300078900","27064"	,"4"
"francesco","fedele","36084224800","27236"	,"1"
"francis","timmes","7004645806","7086"	,"11"
"frank","avignone","7006884470","22126"	,"4"
"frank","bates","7103233705","6727"	,"5"
"frank","krell","6701674772","13740"	,"5"
"frank","sottile","7003623712","40867"	,"5"
"frazier","benya","38860903700","28817"	,"3"
"fred","phillips","7102508375","27414"	,"2"
"frederick","dahlquist","7005515220","35030"	,"2"
"fredrick","jenet","55933351600","35107"	,"6"
"fuqing","zhang","7404970050","7645"	,"11"
"gabriel","bowen","7102648080","25972"	,"3"
"gabriel","dos,reis","55667110500","10824"	,"1"
"gang","bao","36083887800","14207"	,"11"
"gang","hua","56494317600","27863"	,"1"
"gang","li","55876444300","12852"	,"1"
"gang","li","56115488300","1990"	,"2"
"gang","li","7409459744","1990"	,"3"
"gang","wang","35489430400","29885"	,"1"
"gary","tyson","7004371079","19800"	,"4"
"geoffrey","challen","35316903900","13403"	,"5"
"geoffrey","herman","25921416900","27334"	,"3"
"geoffrey","kapler","6701794137","32325"	,"4"
"geoffrey","lovelace","16444763200","22179"	,"3"
"george","allen","7402366111","3713"	,"1"
"george","alter","7006576788","17816"	,"1"
"george","barnes","7202142518","4129"	,"1"
"george","fleming","35577000800","33345"	,"2"
"george","stanley","7103071630","35023"	,"2"
"george","uetz","7003844971","20253"	,"1"
"georgios","giannakis","36049280600","18254"	,"2"
"girma","bitsuamlak","7801424191","1144"	,"4"
"gladys","alexandre","7006354396","24920"	,"2"
"glen","gawarkiewicz","6701480612","9105"	,"25"
"glenn","prescott","7006038589","17"	,"3"
"goggy","davidowitz","6603296454","39225"	,"3"
"gordon","hamilton","7201369119","33358"	,"5"
"greg","valentine","7006477422","27393"	,"2"
"greg","voth","7005823898","41465"	,"2"
"gregg","gunnell","6603865722","39578"	,"4"
"gregory","andrews","57190036086","3368"	,"1"
"gregory","earle","6603934801","17608"	,"7"
"gregory","maney","14030271100","2181"	,"1"
"gregory","snow","56004583600","22906"	,"1"
"gregory","starr","7005807207","17504"	,"10"
"gregory","voth","7005823898","40613"	,"16"
"gregory","wiles","55915902600","12848"	,"1"
"gregory","wiles","55915902600","41008"	,"1"
"guang","cheng","36165333100","11323"	,"1"
"guang","zhang","7405272811","4629"	,"4"
"guiren","wang","56297286800","4264"	,"1"
"guoqiang","li","55506892700","5565"	,"2"
"guoquan","wang","8688746800","17691"	,"1"
"hai","li","36951403500","26636"	,"1"
"hai","zhou","55918318500","7747"	,"1"
"haibin","ling","57189222305","31519"	,"1"
"hailin","wang","8081373900","25925"	,"4"
"haiyan","huang","8791625600","12257"	,"4"
"haiyan","wang","56018336200","15108"	,"1"
"haiyan","wang","56018336200","643"	,"3"
"hakim","weatherspoon","6508210200","34268"	,"7"
"han","liu","8388867900","38955"	,"3"
"hanan","dery","12545591200","16337"	,"2"
"hanfeng","li","56076947200","20848"	,"2"
"hang","liu","36063391100","39383"	,"1"
"hang","liu","55512869500","39383"	,"1"
"hang","liu","57190662804","39383"	,"1"
"hang","liu","8515299700","39383"	,"1"
"hani","titi","6701627461","25566"	,"2"
"hao","yan","55716634000","17636"	,"1"
"hao","zhang","12802607200","20068"	,"1"
"hao","zhang","14122569100","41404"	,"2"
"hao","zhang","36562911200","41404"	,"1"
"hao","zhang","38163079800","33696"	,"1"
"hao","zhang","55685517700","33696"	,"1"
"harold","zakon","7003903716","22867"	,"2"
"hazel","sive","7003601415","19617"	,"2"
"he","huang","15052138000","31432"	,"1"
"he","huang","7405419730","29814"	,"1"
"heather","paxson","7801450697","39218"	,"1"
"heather","powell","35726971000","12698"	,"1"
"heidi","steinhauer","23095930600","35406"	,"4"
"helen","berman","56450289900","26054"	,"3"
"helge","gonnermann","6506856613","25043"	,"3"
"hemali","rathnayake","12646945900","25997"	,"5"
"henning","back","55445662900","23302"	,"9"
"heping","liu","15923286700","7560"	,"1"
"herbert","levine","35399029700","34823"	,"1"
"herbert","maschner","6603112504","24180"	,"2"
"hien","tran","7202596564","11610"	,"1"
"holly","moore","7202287034","31346"	,"1"
"homer","mantooth","56847199300","40612"	,"3"
"hong","cui","13806119500","10684"	,"4"
"hong","huang","7406223208","18295"	,"3"
"hong","jiang","34769714800","3218"	,"4"
"hong","jiang","51563660100","3218"	,"6"
"hong","jiang","56278651700","3218"	,"1"
"hong","jiang","7404279349","7883"	,"1"
"hong","li","35208420900","11646"	,"2"
"hong","li","36071538200","11646"	,"1"
"hong","li","55707663400","11646"	,"2"
"hong","li","55719348700","11646"	,"3"
"hong","li","55904689900","11646"	,"2"
"hong","li","8394313600","11646"	,"3"
"hong","li","8684686100","11646"	,"6"
"hong","lin","55738523700","2422"	,"2"
"hong","liu","13612266600","17854"	,"6"
"hong","liu","35208420900","38022"	,"1"
"hong","liu","55612773500","17854"	,"3"
"hong","tang","7403305832","669"	,"1"
"hong","wang","11438823800","9787"	,"1"
"hong","wang","54413121100","9787"	,"1"
"hong","wang","7501750486","5247"	,"2"
"hong","zhou","14011727900","25911"	,"1"
"honggao","liu","7409746510","25991"	,"5"
"howard","spero","7003651067","5637"	,"9"
"hua","guo","7402767998","4277"	,"1"
"hua","guo","7404404226","4277"	,"1"
"hua","li","24278709000","29472"	,"2"
"hua","li","55718201600","29472"	,"2"
"hua","li","56647352900","29472"	,"2"
"hua","liang","55736683600","33466"	,"1"
"hua","wang","8393378100","38996"	,"1"
"hui","wang","13805533100","27779"	,"2"
"hui","wang","53872258600","40551"	,"1"
"hui","yang","16178549000","38890"	,"1"
"hui","zhang","14023777300","21474"	,"1"
"hung","la","34881978000","34709"	,"2"
"ian","shipman","25824461300","13216"	,"1"
"ian","wickersham","15756489600","38440"	,"1"
"ilah","nasir","6701656712","411"	,"9"
"ilka","feller","7006103190","5977"	,"2"
"ilya","krivorotov","6701843693","14145"	,"8"
"ilya","zaslavsky","6603154592","26828"	,"13"
"indranath","dutta","7006686780","16442"	,"2"
"indranil","brahma","8135161300","25968"	,"2"
"irina","makarevitch","6507262628","37284"	,"12"
"isaac","ghansah","55174512100","3773"	,"1"
"ismat","shah","55663174600","16325"	,"2"
"istvan","szunyogh","6701652354","17005"	,"4"
"j.","brown","7406467647","13306"	,"1"
"jacinta","beehner","8210520900","26406"	,"3"
"jacinta","conrad","12244625200","41561"	,"2"
"jack","conrad","17343668900","24676"	,"4"
"jack","dibb","7006686129","4346"	,"3"
"jacob","martinez","55608547300","17350"	,"1"
"jacqueline","jackson","55258334900","17310"	,"3"
"jaime","grunlan","6603847127","30808"	,"1"
"james","allen","35497718900","12084"	,"3"
"james","beach","8902316400","29023"	,"8"
"james","bottum","55827372000","36753"	,"4"
"james","bruce","57190796802","28542"	,"1"
"james","brunt","7006565882","37107"	,"6"
"james","coan","6701784253","14041"	,"1"
"james","collofello","7003608276","19314"	,"3"
"james","cordes","7102087612","6763"	,"8"
"james","donnell","36653011300","36522"	,"1"
"james","gibbs","56425077200","19609"	,"1"
"james","isenberg","7102678417","21979"	,"4"
"james","mcclintock","7006007910","10149"	,"5"
"james","mihelcic","7004170368","17679"	,"6"
"james","moroney","7004956699","10593"	,"2"
"james","myers","7402996508","8862"	,"1"
"james","neff","7202749112","7306"	,"4"
"james","powell","49762032500","17913"	,"1"
"james","ryan","35459577200","37047"	,"1"
"james","schilling","56203661300","6784"	,"3"
"james","smith","35227988200","35430"	,"1"
"james","white","55492770000","18023"	,"21"
"james","williams","55728528100","8913"	,"1"
"james","williams","7409580034","2277"	,"1"
"jamie","dyer","7202228406","8070"	,"1"
"jan","dvorak","57190677783","14391"	,"1"
"jan","plass","6701484660","8684"	,"4"
"jane","buikstra","6701752370","24793"	,"2"
"jane","wang","11241026700","35021"	,"2"
"janet","rutledge","55365386100","37662"	,"1"
"janet","van,hell","57192813072","31997"	,"1"
"jannice","friedman","7401866391","28531"	,"1"
"jason","baxter","7202282666","12814"	,"1"
"jason","bochinski","6602936458","6255"	,"2"
"jason","cong","25931913900","864"	,"2"
"jason","hicken","22950735600","25272"	,"1"
"jason","osborne","15832233900","5488"	,"1"
"jason","prochaska","56511323400","7277"	,"6"
"javier","zavala-garay","6507076306","1189"	,"14"
"jef","boeke","10240869900","36959"	,"2"
"jeff","hasty","7003644779","8483"	,"5"
"jeffrey","anderson","26658864500","33759"	,"5"
"jeffrey","blanchard","7202918537","39301"	,"4"
"jeffrey","glass","7201603677","26994"	,"2"
"jeffrey","mccutcheon","8570441500","6071"	,"2"
"jeffrey","nickerson","7007157887","34172"	,"6"
"jeffrey","riffell","6507042792","29736"	,"1"
"jeffrey","severinghaus","7103076532","2526"	,"9"
"jenna","marquard","23497696800","16633"	,"3"
"jennifer","arrigo","37036850900","33444"	,"13"
"jennifer","cummings","56023568300","28297"	,"1"
"jennifer","marlon","8775073800","39810"	,"2"
"jennifer","miller","56120241400","34619"	,"1"
"jennifer","rexford","7003493334","18240"	,"2"
"jeremiah","zartman","6505883714","30833"	,"2"
"jerome","lynch","7403674374","30109"	,"4"
"jesse","nippert","6505960770","36714"	,"8"
"jesse","young","16403978600","8912"	,"4"
"jessy","grizzle","35509300900","17157"	,"7"
"ji","chen","35309782300","25172"	,"1"
"ji","chen","55717630200","25172"	,"1"
"ji","he","55726250100","9899"	,"1"
"ji","he","6701767186","9899"	,"1"
"ji","zhu","23391666000","31622"	,"1"
"ji","zhu","8309291800","31622"	,"1"
"ji-cheng","zhao","55148348800","17003"	,"4"
"jia","di","7402608627","40612"	,"1"
"jia","li","12756389600","7373"	,"4"
"jia","li","13612266600","7373"	,"4"
"jia","li","23018970500","7373"	,"8"
"jia","li","27168925000","5754"	,"1"
"jia","li","35604205800","7373"	,"2"
"jia","rao","56621868200","36878"	,"1"
"jian","chen","23569076900","19955"	,"2"
"jian","chen","55717630100","37308"	,"1"
"jian","hu","55704596100","29907"	,"1"
"jian","li","55720577400","15135"	,"2"
"jian","sun","12645161300","2715"	,"1"
"jian","xie","23111654300","34973"	,"1"
"jian","xie","56004313000","34973"	,"1"
"jian","xie","7402267063","16121"	,"2"
"jian","yang","10041733800","23177"	,"1"
"jian","yang","16200078300","23177"	,"2"
"jian","yang","55768351500","20828"	,"1"
"jian","yang","8068501300","23177"	,"2"
"jianjun","shi","55491912700","30085"	,"1"
"jianjun","shi","55721988000","26990"	,"1"
"jianjun","shi","56783326100","3913"	,"1"
"jianmin","qu","57173516000","30132"	,"1"
"jiannan","tu","8230228200","21455"	,"5"
"jianye","zhang","55382741700","32250"	,"1"
"jiaqiang","yan","16235403000","32146"	,"12"
"jiasong","fang","7402966619","26023"	,"2"
"jie","li","35196108200","26879"	,"2"
"jie","li","36062849900","26879"	,"2"
"jie","wu","36996029700","38183"	,"2"
"jie","wu","7409257233","19660"	,"2"
"jie","yang","15039078800","8374"	,"1"
"jie","yang","55719562000","41215"	,"1"
"jin","wang","35182326700","17979"	,"2"
"jin","wang","35278623500","1558"	,"1"
"jin","wang","52164749800","23782"	,"2"
"jin","wang","9337729000","14858"	,"2"
"jing","gao","7404475071","23944"	,"2"
"jing","guo","55267953900","3236"	,"3"
"jing","kong","36091658300","3801"	,"1"
"jing","li","35422376500","10977"	,"1"
"jing","li","36067640900","10977"	,"2"
"jing","li","55599362100","12537"	,"1"
"jing","li","55710006100","6273"	,"1"
"jing","li","55710006500","10977"	,"1"
"jing","li","55720730000","6273"	,"1"
"jing","li","55720733700","10977"	,"1"
"jing","li","7405264013","13654"	,"1"
"jing","wang","35932892000","16878"	,"1"
"jing","wang","55742738100","9462"	,"1"
"jing","yang","8722153600","38978"	,"1"
"jingbiao","cui","7401811373","2786"	,"1"
"jingyu","lin","36071594200","12588"	,"12"
"jitesh","panchal","56564273600","24866"	,"2"
"jiwei","lu","56159558100","40521"	,"2"
"joachim","walther","18042884400","24777"	,"4"
"joan","coltrain","8762903700","6802"	,"3"
"joan","kaderavek","6602828794","6556"	,"2"
"jodi","davenport","7102649855","7203"	,"7"
"jodie","plumert","6701849760","21735"	,"4"
"joe","lo","26039374500","34867"	,"1"
"joey","shaw","35318998800","32070"	,"3"
"john","anthony","24583464600","19158"	,"3"
"john","arnold","35546807400","10390"	,"2"
"john","benedetto","7004534177","29651"	,"4"
"john","blair","7007018689","19425"	,"2"
"john","brennan","8534692000","17932"	,"1"
"john","byers","7101907468","27299"	,"4"
"john","carlstrom","35276941600","9927"	,"3"
"john","collins","7404950762","1204"	,"1"
"john","coulter","56735729000","41392"	,"1"
"john","etnyre","6602481500","19750"	,"4"
"john","evans","35403723400","2524"	,"1"
"john","garver","7003870220","7875"	,"5"
"john","geissman","7004822200","9880"	,"8"
"john","haddock","7006249508","190"	,"1"
"john","hansen","7003441117","15264"	,"1"
"john","hopcroft","6701837666","385"	,"4"
"john","jackson","7404116509","35616"	,"1"
"john","kelly","55462305000","12320"	,"1"
"john","lombardi","7007059776","30660"	,"3"
"john","matthews","7402836850","41934"	,"2"
"john","mccarthy","7402957163","41636"	,"1"
"john","mccarthy","7402958239","38514"	,"1"
"john","messner","6701758178","15716"	,"3"
"john","o'shea","7202366121","2332"	,"3"
"john","orr","7403196216","4500"	,"1"
"john","orr","7403196678","4500"	,"1"
"john","regalbuto","7004002979","12227"	,"7"
"john","reif","7102293316","24012"	,"3"
"john","spencer","56235288500","41620"	,"2"
"john","spencer","7402630325","41620"	,"2"
"john","stegeman","56761041200","23321"	,"1"
"john","stone","7403061871","18675"	,"5"
"john","sutton","7202954583","35379"	,"2"
"john","taylor","7406238891","13792"	,"1"
"john","tyson","7201985927","15617"	,"2"
"john","walsh","7404416470","13157"	,"1"
"john","welch","56425097400","34988"	,"1"
"jon","chorover","7003537559","25097"	,"12"
"jon","holtzman","56441035200","7243"	,"8"
"jonathan","appavoo","6506363364","27299"	,"3"
"jonathan","epstein","36043371100","2085"	,"1"
"jonathan","friedman","55424997500","8861"	,"1"
"joni","falk","14038705100","410"	,"1"
"joo","kim","55931099900","36075"	,"1"
"josep","torrellas","7003395953","3116"	,"14"
"joseph","atkinson","55666971300","8875"	,"5"
"joseph","biello","6603169474","3038"	,"2"
"joseph","freeman","7403530106","6077"	,"3"
"joseph","krajcik","6603708402","16432"	,"12"
"joseph","mcconnell","7203040996","13154"	,"11"
"joseph","pasciak","7004880919","14802"	,"5"
"joseph","renzulli","6701659108","36954"	,"1"
"joseph","sakshaug","35300521200","34554"	,"1"
"joseph","stoner","7004843516","27379"	,"2"
"joshua","zide","8586290900","41262"	,"7"
"joydeep","ghosh","35556611300","34111"	,"5"
"ju","li","25947632300","32181"	,"1"
"ju","li","55723588400","32181"	,"1"
"ju","wang","56180630000","4267"	,"1"
"juan","li","35812194100","28823"	,"1"
"juan","li","55555196500","28823"	,"2"
"judith","pipher","7006573581","3009"	,"3"
"julia","taylor","55487797700","36523"	,"1"
"julie","downs","7102228823","872"	,"1"
"julie","libarkin","8303685700","41194"	,"5"
"julie","sarama","57190433798","23205"	,"1"
"jun","huang","55334319100","34391"	,"1"
"jun","huang","6701551689","34391"	,"2"
"jun","jiao","55521874000","5343"	,"4"
"jun","li","22134903300","12132"	,"2"
"jun","li","36072773100","38788"	,"20"
"jun","li","55706460200","24779"	,"1"
"jun","li","55715185900","38788"	,"4"
"jun","li","55914795600","8104"	,"1"
"jun","li","56207981900","8104"	,"2"
"jun","liu","55723528200","13969"	,"2"
"jun","wang","55946164700","1877"	,"1"
"jun","yan","8940311100","14025"	,"1"
"jun","yang","55540258800","31839"	,"1"
"june","mark","7402783510","8211"	,"2"
"junhong","chen","55819080800","35647"	,"1"
"jurij","leskovec","55376879800","11026"	,"2"
"justin","ramsey","7201741382","40474"	,"1"
"k","subramani","15037939000","21713"	,"1"
"kai","chang","7404878450","2467"	,"1"
"kai","germaschewski","6506478846","5298"	,"4"
"kai","shen","44461972200","23825"	,"1"
"kamaljit","bawa","7006499197","28466"	,"4"
"kamini","singha","56492617700","37655"	,"1"
"kapil","dandekar","7004328694","39431"	,"3"
"kara","peters","57000614200","39991"	,"1"
"karen","mabry","35605761200","10891"	,"1"
"karen","mcgaughey","24725004000","35366"	,"4"
"karen","smilowitz","6602930147","31120"	,"6"
"karin","kettenring","11240746200","10778"	,"2"
"karl","feaux","55320365800","4367"	,"4"
"karsten","schwan","7006465424","10810"	,"6"
"katalin","szlavecz","6506741838","4253"	,"5"
"kate","lajtha","7004213663","19395"	,"14"
"katharina","schreiber","8649549300","36957"	,"1"
"katharine","suding","6603129971","22881"	,"9"
"katherine","gibson","7202666604","8288"	,"1"
"katherine","rhode","56219505300","681"	,"8"
"katherine","willets","6602644629","42387"	,"2"
"kathleen","galvin","7006387679","17264"	,"2"
"kathleen","wilson","55605775793","39601"	,"1"
"kathy","williams","55459235800","5677"	,"4"
"keith","green","7402278293","7816"	,"1"
"keith","hargrove","6603348335","19871"	,"2"
"keith","willmott","6602649782","19346"	,"3"
"keith","woerpel","7003310755","30058"	,"5"
"keivan","stassun","6602807413","41962"	,"4"
"kelly","zamudio","6603683897","22499"	,"5"
"kelly","zamudio","6603683897","22653"	,"5"
"kemal","akkaya","56743649900","23787"	,"2"
"kenneth","angielczyk","6603502523","13048"	,"1"
"kenneth","shepard","56763674500","34938"	,"1"
"kenneth","shorter","6504326986","39140"	,"1"
"kevin","anchukaitis","8621420900","12163"	,"15"
